Fragment,105.1,105.1,105.1,105.1,105.1,107.1,107.1,107.1,107.1,107.1,107.1,136.0,136.0,136.0,136.0,57.1,57.1,57.1,64.0,64.0,64.0,64.0,64.0,77.0,77.0,77.0,77.0,77.0,77.0,77.1,77.1,77.1,77.1,77.1,77.1,90.0,90.0,90.0,90.0,90.0
IsotopeRatio,13C-18O/13C,15N/13C,18O/13C,D/13C,Unsub/13C,13C/13C-34S,15N-34S/13C-34S,33S/13C-34S,34S/13C-34S,D-34S/13C-34S,Unsub/13C-34S,13C-18O/13C-34S,18O-33S/13C-34S,34S/13C-34S,D-34S/13C-34S,15N/13C,D/13C,Unsub/13C,13C-34S/34S,13C/34S,33S/34S,D-34S/34S,Unsub/34S,13C-18O/Unsub,13C/Unsub,15N/Unsub,17O/Unsub,18O/Unsub,D/Unsub,13C-18O/13C,15N/13C,17O/13C,18O/13C,D/13C,Unsub/13C,13C/13C-34S,33S/13C-34S,34S-D/13C-34S,34S/13C-34S,Unsub/13C-34S
Avg R Val,0.0784906363182589,0.07304875227331342,0.03447661991410242,0.02159082778918132,0.24812758984671798,0.08783523794452973,0.0744286631454489,0.013922661843497795,0.26091512092373914,0.03140466412456548,0.02073452070873087,0.08238082245571006,0.00957728929242768,0.06997711632146192,0.020152207196590523,0.11013741095796002,0.02428206365308677,0.6924403375789536,0.5788002876149778,0.054427753473535824,0.01757744098570572,0.01675652147749552,0.08719691069178365,0.04555870638865006,0.6410257958927681,0.09292054033187809,0.015231900473776807,0.08923402638187326,0.009177313066098262,0.02423146814016247,0.09433892380091334,0.007567455086079432,0.0208535543724058,0.02209482834586361,0.6648564020379757,0.07790146406901992,0.012314469514224104,0.018193500595170293,0.35178709582392226,0.02591202312301846
N,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
StdDev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StdError,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RelStdError,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
