Fragment,134.0,134.0,134.0
IsotopeRatio,33S/13C,D/13C,Unsub/13C
Avg R Val,0.1298771165472037,0.017387858331907664,0.06265078322343093
N,3.0,3.0,3.0
StdDev,0.0,0.0,0.0
StdError,0.0,0.0,0.0
RelStdError,0.0,0.0,0.0
